fecha,letra,share_mujer
2010-06-01,G,.34941551
2010-06-01,H,.089187436
2010-06-01,I,.43357733
2010-06-01,J,.3327443
2010-06-01,K,.47949734
2010-06-01,L,.34674111
2010-06-01,M,.43666407
2010-06-01,N,.33253831
2010-06-01,O,.32256502
2010-06-01,P,.73807532
2010-06-01,Q,.73185945
2010-06-01,R,.40284538
2010-06-01,S,.47337478
2010-06-01,U,.55167496
2010-06-01,Z,.23502304
2010-07-01,A,.10108301
2010-07-01,B,.0847748
2010-07-01,C,.18033166
2010-07-01,D,.16382769
2010-07-01,E,.10396674
2010-07-01,F,.049665727
2010-07-01,G,.35052431
2010-07-01,H,.08984375
2010-07-01,I,.4354941
2010-07-01,J,.33428922
2010-07-01,K,.48002177
2010-07-01,L,.34883642
2010-07-01,M,.43744177
2010-07-01,N,.33216575
2010-07-01,O,.32205555
2010-07-01,P,.73912692
2010-07-01,Q,.73151249
2010-07-01,R,.40421697
2010-07-01,S,.47250634
2010-07-01,U,.55216467
2010-07-01,Z,.24509804
2010-08-01,A,.10224204
2010-08-01,B,.084878094
2010-08-01,C,.18030784
2010-08-01,D,.16403712
2010-08-01,E,.10381325
2010-08-01,F,.049134545
2010-08-01,G,.3508864
2010-08-01,H,.089578137
2010-08-01,I,.43498501
2010-08-01,J,.33373657
2010-08-01,K,.48051226
2010-08-01,L,.34892586
2010-08-01,M,.43681866
2010-08-01,N,.33282623
2010-08-01,O,.32212812
2010-08-01,P,.73853809
2010-08-01,Q,.73171544
2010-08-01,R,.40237355
2010-08-01,S,.47300979
2010-08-01,U,.55167496
2010-08-01,Z,.25252524
2010-09-01,A,.10352188
2010-09-01,B,.08519084
2010-09-01,C,.17995735
2010-09-01,D,.16422717
2010-09-01,E,.10471154
2010-09-01,F,.048689697
2010-09-01,G,.34981564
2010-09-01,H,.089689977
2010-09-01,I,.43541464
2010-09-01,J,.33292907
2010-09-01,K,.48039371
2010-09-01,L,.34949347
2010-09-01,M,.43768111
2010-09-01,N,.33310178
2010-09-01,O,.32256198
2010-09-01,P,.73861861
2010-09-01,Q,.73151922
2010-09-01,R,.40142173
2010-09-01,S,.47340885
2010-09-01,U,.5455187
2010-09-01,Z,.245
2010-10-01,A,.11363649
2010-10-01,B,.084744923
2010-10-01,C,.17976683
2010-10-01,D,.164167
2010-10-01,E,.10346315
2010-10-01,F,.048573904
2010-10-01,G,.3505193
2010-10-01,H,.090488352
2010-10-01,I,.43637052
2010-10-01,J,.3330501
2010-10-01,K,.48232552
2010-10-01,L,.34919581
2010-10-01,M,.43804383
2010-10-01,N,.33537039
2010-10-01,O,.32241434
2010-10-01,P,.73849648
2010-10-01,Q,.73170877
2010-10-01,R,.39990434
2010-10-01,S,.47254419
2010-10-01,U,.54455447
2010-10-01,Z,.23786408
2010-11-01,A,.12023593
2010-11-01,B,.084912635
2010-11-01,C,.17992529
2010-11-01,D,.1633434
2010-11-01,E,.10292447
2010-11-01,F,.048003174
2010-11-01,G,.35104141
2010-11-01,H,.090800427
2010-11-01,I,.43707943
2010-11-01,J,.33308429
2010-11-01,K,.48223031
2010-11-01,L,.3491976
2010-11-01,M,.43645105
2010-11-01,N,.33529797
2010-11-01,O,.32476202
2010-11-01,P,.73769832
2010-11-01,Q,.73160845
2010-11-01,R,.3988438
2010-11-01,S,.47242931
2010-11-01,U,.5460943
